Suite,Title,Description,Pre-conditions,Post-conditions,Severity,Priority,Type,Layer,Behavior,"Automation status",Status,"Step Action","Step Result"
"Payment Model - White Box Suite","[WBT-049] Payment::getFinancingTypeLabelAttribute - Branch Coverage: bank_loan","White-Box structural test for `Payment::getFinancingTypeLabelAttribute`.

**Test Category:** Branch Coverage: bank_loan
**Tested Condition:** `financing_type = bank_loan`
**Expected Outcome:** `Bank Construction Loan`
**Actual Outcome:** `Bank Construction Loan`
**Execution Time:** 0.09 ms","Laravel Bootstrap with SQLite Database in transaction state. Eloquent model `Payment` loaded.",,major,medium,unit,unit,positive,automated,actual,"Execute white-box verification under condition: financing_type = bank_loan","Evaluates to `Bank Construction Loan` with exact state integrity."
"Payment Model - White Box Suite","[WBT-050] Payment::getFinancingTypeLabelAttribute - Branch Coverage: pagibig_loan","White-Box structural test for `Payment::getFinancingTypeLabelAttribute`.

**Test Category:** Branch Coverage: pagibig_loan
**Tested Condition:** `financing_type = pagibig_loan`
**Expected Outcome:** `Pag-IBIG (HDMF) Loan`
**Actual Outcome:** `Pag-IBIG (HDMF) Loan`
**Execution Time:** 0.04 ms","Laravel Bootstrap with SQLite Database in transaction state. Eloquent model `Payment` loaded.",,major,medium,unit,unit,positive,automated,actual,"Execute white-box verification under condition: financing_type = pagibig_loan","Evaluates to `Pag-IBIG (HDMF) Loan` with exact state integrity."
"Payment Model - White Box Suite","[WBT-051] Payment::getFinancingTypeLabelAttribute - Branch Coverage: client_equity","White-Box structural test for `Payment::getFinancingTypeLabelAttribute`.

**Test Category:** Branch Coverage: client_equity
**Tested Condition:** `financing_type = client_equity`
**Expected Outcome:** `Client Direct Equity`
**Actual Outcome:** `Client Direct Equity`
**Execution Time:** 0.02 ms","Laravel Bootstrap with SQLite Database in transaction state. Eloquent model `Payment` loaded.",,major,medium,unit,unit,positive,automated,actual,"Execute white-box verification under condition: financing_type = client_equity","Evaluates to `Client Direct Equity` with exact state integrity."
"Payment Model - White Box Suite","[WBT-052] Payment::getFinancingTypeLabelAttribute - Branch Coverage: cash_progress","White-Box structural test for `Payment::getFinancingTypeLabelAttribute`.

**Test Category:** Branch Coverage: cash_progress
**Tested Condition:** `financing_type = cash_progress`
**Expected Outcome:** `Direct Progress Cash`
**Actual Outcome:** `Direct Progress Cash`
**Execution Time:** 0.02 ms","Laravel Bootstrap with SQLite Database in transaction state. Eloquent model `Payment` loaded.",,major,medium,unit,unit,positive,automated,actual,"Execute white-box verification under condition: financing_type = cash_progress","Evaluates to `Direct Progress Cash` with exact state integrity."
"Payment Model - White Box Suite","[WBT-053] Payment::getConstructionClearanceBadgeAttribute - Branch Coverage: status = paid","White-Box structural test for `Payment::getConstructionClearanceBadgeAttribute`.

**Test Category:** Branch Coverage: status = paid
**Tested Condition:** `status = paid, cleared = true`
**Expected Outcome:** `true`
**Actual Outcome:** `true`
**Execution Time:** 0.03 ms","Laravel Bootstrap with SQLite Database in transaction state. Eloquent model `Payment` loaded.",,normal,medium,unit,unit,positive,automated,actual,"Execute white-box verification under condition: status = paid, cleared = true","Evaluates to `true` with exact state integrity."
"Payment Model - White Box Suite","[WBT-054] Payment::getConstructionClearanceBadgeAttribute - Branch Coverage: inspection_scheduled","White-Box structural test for `Payment::getConstructionClearanceBadgeAttribute`.

**Test Category:** Branch Coverage: inspection_scheduled
**Tested Condition:** `status = pending, inspection_scheduled`
**Expected Outcome:** `false`
**Actual Outcome:** `false`
**Execution Time:** 0.05 ms","Laravel Bootstrap with SQLite Database in transaction state. Eloquent model `Payment` loaded.",,normal,medium,unit,unit,positive,automated,actual,"Execute white-box verification under condition: status = pending, inspection_scheduled","Evaluates to `false` with exact state integrity."
"Personnel Model - White Box Suite","[WBT-055] Personnel::isLicenseExpired() - Branch Coverage: status = expired","White-Box structural test for `Personnel::isLicenseExpired()`.

**Test Category:** Branch Coverage: status = expired
**Tested Condition:** `license_status = expired`
**Expected Outcome:** `true`
**Actual Outcome:** `true`
**Execution Time:** 1.22 ms","Laravel Bootstrap with SQLite Database in transaction state. Eloquent model `Personnel` loaded.",,major,medium,unit,unit,positive,automated,actual,"Execute white-box verification under condition: license_status = expired","Evaluates to `true` with exact state integrity."
"Personnel Model - White Box Suite","[WBT-056] Personnel::isLicenseExpired() - Branch Coverage: past expiry date","White-Box structural test for `Personnel::isLicenseExpired()`.

**Test Category:** Branch Coverage: past expiry date
**Tested Condition:** `license_status = active, expiry in past`
**Expected Outcome:** `true`
**Actual Outcome:** `true`
**Execution Time:** 0.3 ms","Laravel Bootstrap with SQLite Database in transaction state. Eloquent model `Personnel` loaded.",,major,medium,unit,unit,positive,automated,actual,"Execute white-box verification under condition: license_status = active, expiry in past","Evaluates to `true` with exact state integrity."
"Personnel Model - White Box Suite","[WBT-057] Personnel::isLicenseExpired() - Branch Coverage: future expiry date","White-Box structural test for `Personnel::isLicenseExpired()`.

**Test Category:** Branch Coverage: future expiry date
**Tested Condition:** `license_status = active, expiry in future`
**Expected Outcome:** `false`
**Actual Outcome:** `false`
**Execution Time:** 0.24 ms","Laravel Bootstrap with SQLite Database in transaction state. Eloquent model `Personnel` loaded.",,major,medium,unit,unit,positive,automated,actual,"Execute white-box verification under condition: license_status = active, expiry in future","Evaluates to `false` with exact state integrity."
"Personnel Model - White Box Suite","[WBT-058] Personnel::getLicenseStatusBadgeAttribute - Branch Coverage: expired badge","White-Box structural test for `Personnel::getLicenseStatusBadgeAttribute`.

**Test Category:** Branch Coverage: expired badge
**Tested Condition:** `expired license`
**Expected Outcome:** `EXPIRED LICENSE`
**Actual Outcome:** `EXPIRED LICENSE`
**Execution Time:** 0.05 ms","Laravel Bootstrap with SQLite Database in transaction state. Eloquent model `Personnel` loaded.",,normal,medium,unit,unit,positive,automated,actual,"Execute white-box verification under condition: expired license","Evaluates to `EXPIRED LICENSE` with exact state integrity."
"Personnel Model - White Box Suite","[WBT-059] Personnel::getLicenseStatusBadgeAttribute - Branch Coverage: active badge","White-Box structural test for `Personnel::getLicenseStatusBadgeAttribute`.

**Test Category:** Branch Coverage: active badge
**Tested Condition:** `active license`
**Expected Outcome:** `ACTIVE`
**Actual Outcome:** `ACTIVE`
**Execution Time:** 0.17 ms","Laravel Bootstrap with SQLite Database in transaction state. Eloquent model `Personnel` loaded.",,normal,medium,unit,unit,positive,automated,actual,"Execute white-box verification under condition: active license","Evaluates to `ACTIVE` with exact state integrity."
"ProjectCost Model - White Box Suite","[WBT-060] ProjectCost::getVarianceAttribute - Calculation: estimated - actual","White-Box structural test for `ProjectCost::getVarianceAttribute`.

**Test Category:** Calculation: estimated - actual
**Tested Condition:** `estimated = 100000, actual = 80000`
**Expected Outcome:** `20000`
**Actual Outcome:** `20000`
**Execution Time:** 1.63 ms","Laravel Bootstrap with SQLite Database in transaction state. Eloquent model `ProjectCost` loaded.",,major,medium,unit,unit,positive,automated,actual,"Execute white-box verification under condition: estimated = 100000, actual = 80000","Evaluates to `20000` with exact state integrity."
"ProjectCost Model - White Box Suite","[WBT-061] ProjectCost::getVariancePercentAttribute - Boundary Value: estimated <= 0","White-Box structural test for `ProjectCost::getVariancePercentAttribute`.

**Test Category:** Boundary Value: estimated <= 0
**Tested Condition:** `estimated = 0, actual = 5000`
**Expected Outcome:** `0`
**Actual Outcome:** `0`
**Execution Time:** 0.2 ms","Laravel Bootstrap with SQLite Database in transaction state. Eloquent model `ProjectCost` loaded.",,major,medium,unit,unit,positive,automated,actual,"Execute white-box verification under condition: estimated = 0, actual = 5000","Evaluates to `0` with exact state integrity."
"ProjectCost Model - White Box Suite","[WBT-062] ProjectCost::getVariancePercentAttribute - Calculation: standard percent","White-Box structural test for `ProjectCost::getVariancePercentAttribute`.

**Test Category:** Calculation: standard percent
**Tested Condition:** `estimated = 200000, actual = 150000`
**Expected Outcome:** `25`
**Actual Outcome:** `25`
**Execution Time:** 0.1 ms","Laravel Bootstrap with SQLite Database in transaction state. Eloquent model `ProjectCost` loaded.",,major,medium,unit,unit,positive,automated,actual,"Execute white-box verification under condition: estimated = 200000, actual = 150000","Evaluates to `25` with exact state integrity."
"ProjectMaterial Model - White Box Suite","[WBT-063] ProjectMaterial::getRemainingQtyAttribute - Boundary & Calculation: remaining stock clamp","White-Box structural test for `ProjectMaterial::getRemainingQtyAttribute`.

**Test Category:** Boundary & Calculation: remaining stock clamp
**Tested Condition:** `allocated=100, used=60, excess=20`
**Expected Outcome:** `20`
**Actual Outcome:** `20`
**Execution Time:** 2.36 ms","Laravel Bootstrap with SQLite Database in transaction state. Eloquent model `ProjectMaterial` loaded.",,major,medium,unit,unit,positive,automated,actual,"Execute white-box verification under condition: allocated=100, used=60, excess=20","Evaluates to `20` with exact state integrity."
"ProjectMaterial Model - White Box Suite","[WBT-064] ProjectMaterial::getNetAllocatedQtyAttribute - Calculation: allocated - excess","White-Box structural test for `ProjectMaterial::getNetAllocatedQtyAttribute`.

**Test Category:** Calculation: allocated - excess
**Tested Condition:** `allocated=100, excess=20`
**Expected Outcome:** `80`
**Actual Outcome:** `80`
**Execution Time:** 0.05 ms","Laravel Bootstrap with SQLite Database in transaction state. Eloquent model `ProjectMaterial` loaded.",,major,medium,unit,unit,positive,automated,actual,"Execute white-box verification under condition: allocated=100, excess=20","Evaluates to `80` with exact state integrity."
"ProjectMaterial Model - White Box Suite","[WBT-065] ProjectMaterial::getReturnedExcessValueAttribute - Calculation: excess * unit_price","White-Box structural test for `ProjectMaterial::getReturnedExcessValueAttribute`.

**Test Category:** Calculation: excess * unit_price
**Tested Condition:** `excess=15, unit_price=200`
**Expected Outcome:** `3000`
**Actual Outcome:** `3000`
**Execution Time:** 0.06 ms","Laravel Bootstrap with SQLite Database in transaction state. Eloquent model `ProjectMaterial` loaded.",,major,medium,unit,unit,positive,automated,actual,"Execute white-box verification under condition: excess=15, unit_price=200","Evaluates to `3000` with exact state integrity."
"ProjectScopeItem Model - White Box Suite","[WBT-066] ProjectScopeItem::recalculate() - Basis Path: Recalculate Scope Direct Costs & Markups","White-Box structural test for `ProjectScopeItem::recalculate()`.

**Test Category:** Basis Path: Recalculate Scope Direct Costs & Markups
**Tested Condition:** `Direct = 10000, Cont=5%, Tax=12%, Prof=10%`
**Expected Outcome:** `12700`
**Actual Outcome:** `12700`
**Execution Time:** 7.8 ms","Laravel Bootstrap with SQLite Database in transaction state. Eloquent model `ProjectScopeItem` loaded.",,critical,high,unit,unit,positive,automated,actual,"Execute white-box verification under condition: Direct = 10000, Cont=5%, Tax=12%, Prof=10%","Evaluates to `12700` with exact state integrity."
"ProjectScopeLine Model - White Box Suite","[WBT-067] ProjectScopeLine::getRemainingQuantityAttribute - Boundary Value: Line remaining clamp to 0","White-Box structural test for `ProjectScopeLine::getRemainingQuantityAttribute`.

**Test Category:** Boundary Value: Line remaining clamp to 0
**Tested Condition:** `qty=50, used=40, excess=20`
**Expected Outcome:** `0`
**Actual Outcome:** `0`
**Execution Time:** 0.14 ms","Laravel Bootstrap with SQLite Database in transaction state. Eloquent model `ProjectScopeLine` loaded.",,major,medium,unit,unit,positive,automated,actual,"Execute white-box verification under condition: qty=50, used=40, excess=20","Evaluates to `0` with exact state integrity."
"ProjectTask Model - White Box Suite","[WBT-068] ProjectTask::getIsCompletedAttribute - Branch Coverage: progress >= 100","White-Box structural test for `ProjectTask::getIsCompletedAttribute`.

**Test Category:** Branch Coverage: progress >= 100
**Tested Condition:** `progress = 100`
**Expected Outcome:** `true`
**Actual Outcome:** `true`
**Execution Time:** 1.65 ms","Laravel Bootstrap with SQLite Database in transaction state. Eloquent model `ProjectTask` loaded.",,major,medium,unit,unit,positive,automated,actual,"Execute white-box verification under condition: progress = 100","Evaluates to `true` with exact state integrity."
"ProjectTask Model - White Box Suite","[WBT-069] ProjectTask::getStatusBadgeClassAttribute - Branch Coverage: In progress","White-Box structural test for `ProjectTask::getStatusBadgeClassAttribute`.

**Test Category:** Branch Coverage: In progress
**Tested Condition:** `progress = 30`
**Expected Outcome:** `in_progress`
**Actual Outcome:** `in_progress`
**Execution Time:** 0.04 ms","Laravel Bootstrap with SQLite Database in transaction state. Eloquent model `ProjectTask` loaded.",,normal,medium,unit,unit,positive,automated,actual,"Execute white-box verification under condition: progress = 30","Evaluates to `in_progress` with exact state integrity."
"ProjectTask Model - White Box Suite","[WBT-070] ProjectTask::getTimelinePhaseKeyAttribute - Branch Coverage: Superstructure/Framing","White-Box structural test for `ProjectTask::getTimelinePhaseKeyAttribute`.

**Test Category:** Branch Coverage: Superstructure/Framing
**Tested Condition:** `phase = Phase 2: Superstructure`
**Expected Outcome:** `phase2`
**Actual Outcome:** `phase2`
**Execution Time:** 0.03 ms","Laravel Bootstrap with SQLite Database in transaction state. Eloquent model `ProjectTask` loaded.",,major,medium,unit,unit,positive,automated,actual,"Execute white-box verification under condition: phase = Phase 2: Superstructure","Evaluates to `phase2` with exact state integrity."
"ProjectTaskMaterial Model - White Box Suite","[WBT-071] ProjectTaskMaterial::boot() Saving Auto-Calculation - Mutation: total_cost auto calculation","White-Box structural test for `ProjectTaskMaterial::boot() Saving Auto-Calculation`.

**Test Category:** Mutation: total_cost auto calculation
**Tested Condition:** `qty = 5, unit_cost = 400`
**Expected Outcome:** `2000`
**Actual Outcome:** `2000`
**Execution Time:** 4.1 ms","Laravel Bootstrap with SQLite Database in transaction state. Eloquent model `ProjectTaskMaterial` loaded.",,major,medium,unit,unit,positive,automated,actual,"Execute white-box verification under condition: qty = 5, unit_cost = 400","Evaluates to `2000` with exact state integrity."
"Project Model - White Box Suite","[WBT-072] Project::getStructuralWeightAttribute - Boundary Value: Default fallback when 0","White-Box structural test for `Project::getStructuralWeightAttribute`.

**Test Category:** Boundary Value: Default fallback when 0
**Tested Condition:** `structural_weight = 0`
**Expected Outcome:** `40`
**Actual Outcome:** `40`
**Execution Time:** 0.08 ms","Laravel Bootstrap with SQLite Database in transaction state. Eloquent model `Project` loaded.",,major,medium,unit,unit,positive,automated,actual,"Execute white-box verification under condition: structural_weight = 0","Evaluates to `40` with exact state integrity."
"Project Model - White Box Suite","[WBT-073] Project::recalculateTradeProgressFromTasks() - Basis Path: Trade calculation and overall weighted progress","White-Box structural test for `Project::recalculateTradeProgressFromTasks()`.

**Test Category:** Basis Path: Trade calculation and overall weighted progress
**Tested Condition:** `Weighted structural + electrical tasks`
**Expected Outcome:** `75`
**Actual Outcome:** `75`
**Execution Time:** 6.13 ms","Laravel Bootstrap with SQLite Database in transaction state. Eloquent model `Project` loaded.",,critical,high,unit,unit,positive,automated,actual,"Execute white-box verification under condition: Weighted structural + electrical tasks","Evaluates to `75` with exact state integrity."
"Project Model - White Box Suite","[WBT-074] Project::getRemainingBudgetAttribute - Calculation: contract_budget - spent_budget","White-Box structural test for `Project::getRemainingBudgetAttribute`.

**Test Category:** Calculation: contract_budget - spent_budget
**Tested Condition:** `contract = 500000, spent = 200000`
**Expected Outcome:** `300000`
**Actual Outcome:** `300000`
**Execution Time:** 0.19 ms","Laravel Bootstrap with SQLite Database in transaction state. Eloquent model `Project` loaded.",,major,medium,unit,unit,positive,automated,actual,"Execute white-box verification under condition: contract = 500000, spent = 200000","Evaluates to `300000` with exact state integrity."
"Project Model - White Box Suite","[WBT-075] Project::getBudgetUsagePercentAttribute - Calculation: spent / contract * 100","White-Box structural test for `Project::getBudgetUsagePercentAttribute`.

**Test Category:** Calculation: spent / contract * 100
**Tested Condition:** `contract = 500000, spent = 200000`
**Expected Outcome:** `40`
**Actual Outcome:** `40`
**Execution Time:** 0.08 ms","Laravel Bootstrap with SQLite Database in transaction state. Eloquent model `Project` loaded.",,major,medium,unit,unit,positive,automated,actual,"Execute white-box verification under condition: contract = 500000, spent = 200000","Evaluates to `40` with exact state integrity."
"Project Model - White Box Suite","[WBT-076] Project::getTotalDeployedManpowerAttribute - Calculation: Sum of all 7 deployed roles","White-Box structural test for `Project::getTotalDeployedManpowerAttribute`.

**Test Category:** Calculation: Sum of all 7 deployed roles
**Tested Condition:** `workers=10, skilled=5, engineers=2, others=3`
**Expected Outcome:** `20`
**Actual Outcome:** `20`
**Execution Time:** 0.19 ms","Laravel Bootstrap with SQLite Database in transaction state. Eloquent model `Project` loaded.",,major,medium,unit,unit,positive,automated,actual,"Execute white-box verification under condition: workers=10, skilled=5, engineers=2, others=3","Evaluates to `20` with exact state integrity."
"Project Model - White Box Suite","[WBT-077] Project::getCostHealthStatusAttribute - Branch Coverage: Overrun when incurred > budget","White-Box structural test for `Project::getCostHealthStatusAttribute`.

**Test Category:** Branch Coverage: Overrun when incurred > budget
**Tested Condition:** `budget = 100000, spent = 120000`
**Expected Outcome:** `overrun`
**Actual Outcome:** `overrun`
**Execution Time:** 0.67 ms","Laravel Bootstrap with SQLite Database in transaction state. Eloquent model `Project` loaded.",,major,medium,unit,unit,positive,automated,actual,"Execute white-box verification under condition: budget = 100000, spent = 120000","Evaluates to `overrun` with exact state integrity."
"Project Model - White Box Suite","[WBT-078] Project::getScheduleHealthStatusAttribute - Branch Coverage: Completed Status","White-Box structural test for `Project::getScheduleHealthStatusAttribute`.

**Test Category:** Branch Coverage: Completed Status
**Tested Condition:** `status = completed`
**Expected Outcome:** `completed`
**Actual Outcome:** `completed`
**Execution Time:** 0.33 ms","Laravel Bootstrap with SQLite Database in transaction state. Eloquent model `Project` loaded.",,major,medium,unit,unit,positive,automated,actual,"Execute white-box verification under condition: status = completed","Evaluates to `completed` with exact state integrity."
